Case_ID,Offender_Age,Offender_Gender,Offender_Race,Crime_Type,Crime_Location,Prior_Convictions,Risk_Score,Arrest_Made,Bail_Granted,Case_Outcome
C3133,61,Female,Black,Vandalism,Meaganshire,7,8,Yes,No,Acquitted
C3134,35,Female,Black,Assault,North Robert,5,4,No,Yes,Convicted
C3135,23,Other,Black,Assault,Thomasshire,3,2,Yes,Yes,Dismissed
C3136,35,Female,Hispanic,Vandalism,East Ricardoton,5,3,No,No,Dismissed
C3137,36,Male,White,Cybercrime,Morganside,0,10,No,Yes,Convicted
C3138,39,Male,Other,Vandalism,Gregoryhaven,9,5,No,No,Convicted
C3139,54,Female,Black,Assault,Hannahside,7,9,Yes,No,Acquitted
C3140,49,Female,Other,Fraud,East Tim,0,8,No,Yes,Acquitted
C3141,58,Other,Other,Theft,Margaretberg,4,3,Yes,No,Acquitted
C3142,20,Other,Hispanic,Assault,Christianstad,1,9,No,No,Dismissed
C3143,45,Other,Black,Cybercrime,North Laurenville,5,10,No,No,Plea Bargain
C3144,27,Female,Other,Fraud,Gutierrezburgh,8,3,No,No,Acquitted
C3145,68,Other,Black,Fraud,Lake Jeffrey,4,10,Yes,Yes,Dismissed
C3146,52,Other,Asian,Fraud,Holtbury,3,8,Yes,Yes,Acquitted
C3147,46,Male,Asian,Drug Offense,Paulmouth,1,1,Yes,No,Dismissed
C3148,32,Other,Asian,Drug Offense,South Jessicabury,2,4,No,No,Convicted
C3149,50,Male,Other,Fraud,South Leslieborough,5,4,Yes,No,Dismissed
C3150,24,Male,Asian,Cybercrime,Estesport,7,6,No,No,Convicted
C3151,29,Other,Hispanic,Vandalism,West Virginiatown,7,2,No,No,Dismissed
C3152,66,Male,Hispanic,Cybercrime,Sandraland,4,7,No,Yes,Plea Bargain
C3153,47,Female,Other,Drug Offense,Kathleenshire,4,5,No,Yes,Dismissed
C3154,38,Female,Black,Assault,Barbaraview,9,10,No,Yes,Convicted
C3155,48,Other,White,Drug Offense,Sloanview,2,6,Yes,No,Plea Bargain
C3156,41,Female,Black,Vandalism,Cookstad,6,6,Yes,No,Dismissed
C3157,37,Male,Black,Theft,New Carlosburgh,5,6,No,No,Dismissed
C3158,54,Female,Black,Drug Offense,West Cynthia,0,10,No,Yes,Acquitted
C3159,21,Other,Black,Cybercrime,South Ericland,3,8,Yes,No,Plea Bargain
C3160,45,Other,White,Cybercrime,Reidborough,5,10,No,Yes,Convicted
C3161,61,Male,Asian,Fraud,Jessicaberg,5,4,No,No,Plea Bargain
C3162,37,Other,Black,Fraud,West Johnview,2,10,No,No,Convicted
C3163,41,Female,Hispanic,Fraud,Paulmouth,5,8,No,No,Acquitted
C3164,67,Other,Other,Theft,New Jennifer,9,9,Yes,No,Acquitted
C3165,66,Male,Other,Vandalism,Reynoldsburgh,5,4,No,Yes,Convicted
C3166,68,Other,Hispanic,Assault,New Marcusfurt,8,1,Yes,No,Convicted
C3167,49,Female,Black,Cybercrime,Nancyfurt,8,3,Yes,No,Convicted
C3168,58,Male,White,Cybercrime,Lake Jenniferborough,1,1,Yes,Yes,Acquitted
C3169,53,Female,Asian,Vandalism,West Cheryl,3,7,Yes,Yes,Plea Bargain
C3170,51,Male,Other,Theft,Paulview,8,1,No,Yes,Acquitted
C3171,53,Other,Asian,Fraud,New Jasonberg,3,4,No,No,Dismissed
C3172,19,Male,White,Vandalism,East Debra,7,1,No,No,Acquitted
C3173,32,Male,Other,Assault,New Melissachester,9,2,Yes,No,Dismissed
C3174,51,Other,Asian,Fraud,East Frank,2,1,Yes,No,Dismissed
C3175,53,Female,White,Assault,East Davidshire,2,5,Yes,Yes,Acquitted
C3176,23,Other,Asian,Drug Offense,New Matthewberg,8,7,No,Yes,Acquitted
C3177,56,Male,Black,Assault,Donnafurt,9,3,No,Yes,Acquitted
C3178,59,Other,White,Fraud,Lake Jessica,7,8,No,Yes,Plea Bargain
C3179,68,Male,Asian,Drug Offense,North Veronicafurt,0,5,Yes,Yes,Acquitted
C3180,68,Other,Black,Fraud,New Matthewmouth,9,5,Yes,No,Convicted
C3181,29,Other,Black,Cybercrime,Rebeccachester,1,5,No,No,Acquitted
C3182,20,Female,White,Fraud,Patricktown,2,8,Yes,No,Dismissed
C3183,62,Male,Hispanic,Drug Offense,Tinaborough,1,2,Yes,Yes,Plea Bargain
C3184,35,Female,Other,Assault,Collinsmouth,2,2,No,Yes,Plea Bargain
C3185,57,Male,White,Cybercrime,North Katherineshire,7,8,Yes,No,Dismissed
C3186,38,Other,Black,Theft,Jimenezton,5,9,Yes,No,Plea Bargain
C3187,32,Male,Black,Theft,Port Williamside,6,10,No,No,Plea Bargain
C3188,50,Female,White,Theft,Port Jesusmouth,9,10,Yes,No,Convicted
C3189,52,Female,Hispanic,Theft,Timothyshire,9,2,Yes,No,Convicted
C3190,43,Female,Other,Vandalism,Port Kevin,5,4,Yes,No,Plea Bargain
C3191,25,Male,Asian,Theft,Kimberlyport,0,8,Yes,Yes,Acquitted
C3192,53,Female,White,Drug Offense,Port Billy,2,2,No,No,Plea Bargain
C3193,65,Female,Other,Theft,Tylershire,0,4,No,Yes,Convicted
C3194,47,Female,Other,Fraud,Jameschester,9,10,Yes,No,Plea Bargain
C3195,40,Other,Black,Theft,Castanedafurt,8,1,No,Yes,Acquitted
C3196,59,Other,Asian,Assault,Stevenview,8,2,No,Yes,Acquitted
C3197,61,Male,White,Drug Offense,West Patrickborough,4,7,No,Yes,Convicted
C3198,31,Male,Black,Drug Offense,West Catherine,3,1,Yes,No,Plea Bargain
C3199,31,Female,Black,Cybercrime,Francoside,8,1,Yes,No,Convicted
C3200,19,Other,Hispanic,Vandalism,Nancyfurt,8,2,No,No,Dismissed
C3201,54,Female,Other,Fraud,Debraview,2,4,No,No,Convicted
C3202,22,Female,White,Drug Offense,South Megan,4,7,No,Yes,Convicted
C3203,55,Other,White,Assault,Robertville,2,4,No,No,Convicted
C3204,62,Other,White,Theft,Janettown,9,5,Yes,No,Plea Bargain
C3205,58,Other,Black,Drug Offense,Lake Donna,1,4,No,No,Dismissed
C3206,64,Male,Hispanic,Assault,West Jade,0,4,Yes,Yes,Plea Bargain
C3207,31,Male,Asian,Theft,New Edwin,9,9,Yes,Yes,Acquitted
C3208,56,Female,Black,Vandalism,Timothymouth,1,6,Yes,No,Dismissed
C3209,42,Male,Asian,Drug Offense,Lake Justinhaven,7,3,Yes,No,Convicted
C3210,37,Other,Hispanic,Drug Offense,Williamsbury,7,6,Yes,No,Convicted
C3211,19,Other,Other,Assault,Romeroton,2,7,Yes,No,Convicted
C3212,56,Male,White,Cybercrime,Smithmouth,6,7,Yes,Yes,Plea Bargain
C3213,23,Female,Asian,Fraud,Thompsontown,6,8,No,No,Acquitted
C3214,34,Female,Black,Vandalism,East Brittanyville,1,4,Yes,No,Dismissed
C3215,42,Male,Asian,Fraud,Port Cheyenne,8,1,No,Yes,Dismissed
C3216,45,Female,Other,Drug Offense,East Jodybury,2,6,No,No,Plea Bargain
C3217,19,Female,White,Fraud,West Jadeburgh,1,8,No,No,Acquitted
C3218,52,Female,Asian,Theft,Jeanchester,2,5,No,No,Dismissed
C3219,54,Other,Other,Vandalism,North Matthewton,1,3,No,Yes,Plea Bargain
C3220,22,Other,Black,Fraud,Millerview,7,4,Yes,Yes,Acquitted
C3221,18,Male,Hispanic,Theft,East Jennifer,4,8,Yes,No,Acquitted
C3222,57,Other,Black,Assault,Denisemouth,2,6,No,No,Dismissed
C3223,29,Female,White,Fraud,Ramseyland,4,5,No,Yes,Dismissed
C3224,53,Other,Black,Vandalism,Adamschester,7,9,No,Yes,Acquitted
C3225,62,Male,Black,Theft,Lake Edward,6,10,Yes,Yes,Dismissed
C3226,40,Other,Black,Fraud,New Rickychester,5,3,No,No,Plea Bargain
C3227,64,Female,Black,Assault,Lake Brianmouth,0,7,Yes,Yes,Acquitted
C3228,48,Female,White,Fraud,North Linda,9,9,Yes,Yes,Dismissed
C3229,28,Male,Other,Theft,Bellfurt,0,4,No,Yes,Dismissed
C3230,27,Other,Asian,Fraud,Michelleville,0,10,Yes,No,Plea Bargain
C3231,20,Other,Hispanic,Vandalism,North Thomas,9,10,Yes,Yes,Dismissed
C3232,31,Other,Asian,Drug Offense,West Jacquelinetown,7,3,Yes,No,Dismissed
C3233,33,Female,Asian,Theft,West Jeffreybury,7,1,No,No,Dismissed
C3234,27,Male,Hispanic,Theft,Campbellshire,6,9,No,No,Convicted
C3235,46,Other,White,Theft,Hansonfort,5,1,No,No,Plea Bargain
C3236,27,Female,Hispanic,Theft,Michaelside,3,2,No,Yes,Plea Bargain
C3237,29,Female,White,Fraud,Karenside,0,9,No,No,Convicted
C3238,47,Female,Asian,Vandalism,Lake Andrea,8,5,No,No,Plea Bargain
C3239,58,Other,White,Assault,Websterview,0,4,No,No,Dismissed
C3240,18,Other,Other,Vandalism,Dyerchester,3,9,No,Yes,Dismissed
C3241,22,Other,Hispanic,Theft,Gallegosville,2,9,Yes,Yes,Dismissed
C3242,37,Other,Other,Cybercrime,Lake Tricia,6,2,No,Yes,Plea Bargain
C3243,25,Other,Asian,Fraud,East Ericamouth,4,3,Yes,Yes,Plea Bargain
C3244,60,Other,Hispanic,Cybercrime,Wyattfort,4,3,Yes,No,Acquitted
C3245,29,Other,Asian,Fraud,East Jennifer,3,5,No,No,Convicted
C3246,18,Other,Other,Theft,Laurenfurt,0,3,Yes,No,Plea Bargain
C3247,37,Other,Asian,Fraud,Woodstown,4,10,Yes,Yes,Acquitted
C3248,45,Female,Hispanic,Theft,Ricardoville,3,6,No,Yes,Convicted
C3249,60,Other,Hispanic,Vandalism,New Sharonborough,9,2,Yes,Yes,Convicted
C3250,54,Male,Asian,Drug Offense,New Susanview,7,6,No,No,Dismissed
C3251,64,Female,Hispanic,Fraud,Evelynmouth,1,6,Yes,No,Dismissed
C3252,54,Other,Hispanic,Theft,West Michelle,7,2,Yes,No,Acquitted
C3253,29,Male,Asian,Cybercrime,Loganton,0,6,No,Yes,Acquitted
C3254,54,Other,Other,Theft,East Jamesburgh,3,6,Yes,Yes,Dismissed
C3255,66,Male,Hispanic,Cybercrime,South Christopherfort,2,6,Yes,No,Dismissed
C3256,66,Male,Hispanic,Fraud,East Patricia,4,5,No,Yes,Convicted
C3257,61,Male,Hispanic,Assault,West Rebecca,4,7,No,No,Convicted
C3258,45,Male,Hispanic,Cybercrime,Donnafurt,4,5,Yes,No,Plea Bargain
C3259,64,Female,Asian,Theft,New Ginabury,3,1,Yes,Yes,Dismissed
C3260,32,Female,Other,Fraud,South Debbie,7,9,No,No,Convicted
C3261,23,Male,Other,Theft,Port Beth,2,3,Yes,No,Acquitted
C3262,61,Other,White,Assault,Guzmanborough,3,2,No,No,Convicted
C3263,37,Male,Hispanic,Drug Offense,Carlaside,0,10,No,No,Dismissed
C3264,67,Female,Hispanic,Assault,North Lisa,6,6,No,No,Convicted
C3265,31,Other,White,Vandalism,Josephstad,0,8,Yes,Yes,Dismissed
C3266,19,Female,Other,Fraud,West Stephanie,1,2,Yes,No,Convicted
C3267,26,Female,Black,Assault,North Kathryn,6,4,Yes,Yes,Plea Bargain
C3268,54,Other,Black,Drug Offense,Mcphersonland,0,2,No,No,Plea Bargain
C3269,37,Male,Other,Theft,Rhondamouth,2,9,Yes,Yes,Acquitted
C3270,43,Male,Hispanic,Fraud,West Penny,5,10,No,Yes,Acquitted
C3271,46,Male,Black,Cybercrime,East Davidfort,5,2,Yes,Yes,Dismissed
C3272,18,Male,Asian,Assault,New Julia,5,10,No,No,Dismissed
C3273,52,Other,Asian,Drug Offense,South Javierville,1,2,No,Yes,Dismissed
C3274,23,Other,White,Assault,Wilcoxfurt,1,5,Yes,No,Convicted
C3275,54,Other,Other,Vandalism,Lake Bruceberg,5,5,No,No,Convicted
C3276,22,Female,Other,Fraud,North Bryan,9,7,Yes,Yes,Convicted
C3277,50,Other,Black,Theft,East Adrian,4,1,Yes,Yes,Acquitted
C3278,66,Male,Hispanic,Drug Offense,Hayesville,6,2,Yes,No,Dismissed
C3279,68,Female,Other,Assault,Lake Abigail,6,6,Yes,No,Convicted
C3280,31,Male,Black,Fraud,North Danielbury,4,2,Yes,No,Acquitted
C3281,29,Male,Black,Assault,East Albert,7,4,No,Yes,Plea Bargain
C3282,59,Other,Other,Fraud,New Kimberly,9,10,Yes,No,Dismissed
C3283,37,Other,Black,Vandalism,Morrisonchester,5,6,No,No,Plea Bargain
C3284,67,Male,White,Assault,Phelpsberg,4,7,Yes,No,Acquitted
C3285,41,Male,White,Vandalism,Fordbury,3,10,No,No,Dismissed
C3286,60,Female,Other,Cybercrime,East Bryan,6,5,No,No,Convicted
C3287,51,Other,Hispanic,Cybercrime,East Willie,3,8,Yes,No,Acquitted
C3288,42,Female,White,Drug Offense,West Carolstad,4,6,No,No,Plea Bargain
C3289,67,Female,White,Vandalism,New Brianville,4,5,Yes,No,Plea Bargain
C3290,46,Female,Other,Fraud,East Luke,0,4,Yes,No,Plea Bargain
C3291,56,Male,Asian,Drug Offense,Brandonborough,0,6,Yes,No,Acquitted
C3292,48,Female,Black,Assault,Adamshaven,2,6,No,No,Acquitted
C3293,64,Female,White,Assault,Port Charles,2,6,No,No,Dismissed
C3294,60,Male,Asian,Fraud,Christianmouth,1,1,No,Yes,Dismissed
C3295,67,Other,Hispanic,Theft,Davidview,1,6,No,No,Plea Bargain
C3296,40,Other,Asian,Theft,Lake Robertburgh,5,1,Yes,No,Acquitted
C3297,61,Female,Other,Assault,Thompsonview,0,5,Yes,No,Dismissed
C3298,55,Male,Hispanic,Fraud,New Melissa,5,7,No,No,Acquitted
C3299,37,Other,Hispanic,Theft,North Alicia,4,1,No,No,Convicted
C3300,40,Female,Asian,Vandalism,Johnnychester,5,1,Yes,Yes,Acquitted
C3301,62,Female,Other,Assault,New Michaelside,4,6,No,No,Plea Bargain
C3302,69,Male,White,Cybercrime,Lake Louishaven,6,7,Yes,Yes,Acquitted
C3303,33,Female,Asian,Vandalism,Richardview,0,6,No,No,Plea Bargain
C3304,67,Other,White,Fraud,Thomasside,2,5,No,Yes,Dismissed
C3305,59,Male,Asian,Cybercrime,Moyerport,5,6,No,Yes,Dismissed
C3306,25,Other,White,Vandalism,Cummingsmouth,0,3,Yes,No,Dismissed
C3307,67,Other,Asian,Theft,West Danielview,6,9,Yes,Yes,Convicted
C3308,38,Other,Hispanic,Theft,Lake Johnborough,3,5,No,Yes,Plea Bargain
C3309,18,Female,Black,Cybercrime,Port Rodney,2,2,No,No,Convicted
C3310,25,Female,Hispanic,Drug Offense,North Stacyfort,9,10,No,Yes,Convicted
C3311,46,Other,White,Assault,Port Robertfurt,8,10,No,Yes,Dismissed
C3312,49,Other,Other,Cybercrime,Robertborough,0,7,No,Yes,Plea Bargain
C3313,55,Male,Hispanic,Fraud,New Mary,7,3,No,No,Acquitted
C3314,22,Male,Black,Assault,Youngberg,0,1,No,No,Acquitted
C3315,64,Female,White,Vandalism,Burnsmouth,4,3,No,No,Plea Bargain
C3316,39,Female,Hispanic,Fraud,Martinezshire,9,9,Yes,No,Acquitted
C3317,64,Male,Asian,Fraud,Watersport,7,5,Yes,Yes,Dismissed
C3318,51,Other,Other,Theft,Port Beckyborough,5,7,Yes,No,Dismissed
C3319,18,Female,White,Vandalism,East Scottfort,6,3,Yes,Yes,Convicted
C3320,43,Other,Hispanic,Theft,East Judith,7,4,No,No,Dismissed
C3321,60,Male,White,Theft,Youngfurt,5,1,Yes,No,Acquitted
C3322,27,Female,Asian,Drug Offense,North Janice,5,3,Yes,Yes,Convicted
C3323,47,Female,Black,Theft,Bakerhaven,5,7,No,Yes,Plea Bargain
C3324,67,Male,Hispanic,Assault,Lake Williamville,4,4,Yes,No,Plea Bargain
C3325,35,Female,White,Fraud,Davidbury,7,2,Yes,No,Convicted
C3326,34,Male,White,Theft,South Debraland,1,5,Yes,No,Dismissed
C3327,43,Female,White,Cybercrime,North Traceyhaven,6,5,Yes,No,Convicted
C3328,25,Male,Black,Assault,Johnsonborough,3,2,Yes,No,Convicted
C3329,64,Female,White,Vandalism,Tinaview,0,6,No,Yes,Dismissed
C3330,57,Other,Other,Fraud,Port Alex,4,10,No,No,Plea Bargain
C3331,66,Other,Other,Cybercrime,North Davidmouth,2,4,No,Yes,Convicted
C3332,29,Other,White,Cybercrime,Mathewtown,3,1,Yes,No,Plea Bargain
C3333,44,Female,Other,Vandalism,Lake Kylefort,6,3,Yes,No,Acquitted
C3334,25,Female,Hispanic,Cybercrime,Johnchester,4,9,Yes,Yes,Dismissed
C3335,42,Other,Other,Assault,Chapmanbury,3,10,No,No,Acquitted
C3336,63,Other,White,Vandalism,Lake Dakota,0,7,Yes,Yes,Plea Bargain
C3337,21,Male,Asian,Cybercrime,Douglasside,5,6,Yes,Yes,Acquitted
C3338,50,Male,Hispanic,Vandalism,South Kevin,9,1,Yes,No,Acquitted
C3339,18,Male,Black,Vandalism,Millerland,5,9,Yes,Yes,Acquitted
C3340,36,Other,White,Theft,North Angelaborough,6,9,No,No,Convicted
C3341,48,Other,Black,Theft,South Catherineland,0,1,No,No,Convicted
C3342,33,Other,Asian,Theft,Port Deannaborough,3,6,Yes,No,Dismissed
C3343,31,Male,Black,Cybercrime,East Laurafort,8,7,No,No,Plea Bargain
C3344,65,Female,White,Fraud,Lake Matthew,9,2,No,No,Plea Bargain
C3345,22,Other,White,Assault,Elizabethville,5,10,No,No,Dismissed
C3346,58,Female,Asian,Cybercrime,Ericabury,1,8,Yes,No,Plea Bargain
C3347,43,Female,White,Theft,Hollymouth,3,8,No,Yes,Plea Bargain
C3348,45,Female,Asian,Vandalism,Andrewmouth,5,6,No,No,Acquitted
C3349,19,Male,Asian,Cybercrime,Samuelmouth,3,9,Yes,Yes,Acquitted
C3350,67,Female,White,Vandalism,Port Lee,9,3,No,No,Plea Bargain
C3351,23,Other,Other,Vandalism,Shellyborough,6,2,No,No,Dismissed
C3352,26,Male,Asian,Vandalism,New Stephen,2,2,No,Yes,Dismissed
C3353,50,Other,White,Drug Offense,North Drewborough,5,6,Yes,Yes,Plea Bargain
C3354,58,Other,Other,Fraud,Jasonhaven,3,7,Yes,Yes,Dismissed
C3355,42,Male,Asian,Assault,Willieshire,2,6,No,Yes,Dismissed
C3356,65,Other,Other,Assault,Steinmouth,2,3,Yes,No,Acquitted
C3357,30,Other,Hispanic,Theft,Williammouth,1,5,Yes,No,Dismissed
C3358,26,Male,Hispanic,Drug Offense,Brittanyfurt,2,8,Yes,Yes,Convicted
C3359,30,Other,Other,Cybercrime,Port Amandamouth,9,6,No,No,Acquitted
C3360,48,Female,Asian,Cybercrime,West Casey,0,2,No,Yes,Convicted
C3361,58,Other,White,Assault,Port Cynthiaview,2,7,Yes,Yes,Plea Bargain
C3362,28,Female,Black,Fraud,South Courtneyburgh,8,8,No,Yes,Dismissed
C3363,21,Other,White,Vandalism,New Robertbury,3,4,Yes,Yes,Convicted
C3364,51,Male,Black,Theft,Port Jennifer,2,1,Yes,Yes,Dismissed
C3365,55,Male,Black,Fraud,Port Edwardhaven,7,2,No,No,Convicted
C3366,63,Other,Asian,Assault,South Kelly,0,4,Yes,Yes,Acquitted
C3367,21,Male,Other,Drug Offense,Clarkmouth,4,7,Yes,Yes,Plea Bargain
C3368,55,Other,White,Theft,Kimberlytown,0,2,Yes,No,Convicted
C3369,36,Male,Other,Assault,Walterfurt,6,6,Yes,Yes,Acquitted
C3370,23,Female,Hispanic,Cybercrime,Hicksbury,4,2,No,Yes,Plea Bargain
C3371,51,Other,Asian,Theft,Kingberg,1,7,Yes,No,Convicted
C3372,35,Female,Asian,Assault,Lake Susanport,0,2,No,No,Convicted
C3373,30,Female,Hispanic,Cybercrime,Garyside,6,3,Yes,No,Acquitted
C3374,58,Other,White,Cybercrime,Adkinsstad,0,9,No,No,Plea Bargain
C3375,40,Female,Hispanic,Vandalism,North Barbarashire,2,4,Yes,No,Plea Bargain
C3376,36,Other,White,Drug Offense,North Jessicachester,5,5,Yes,Yes,Acquitted
C3377,62,Female,Black,Vandalism,Mcknightside,5,9,No,Yes,Dismissed
C3378,28,Other,Asian,Assault,Clarkside,6,7,No,Yes,Acquitted
C3379,18,Other,White,Fraud,Gordonshire,0,8,Yes,No,Plea Bargain
C3380,41,Male,Other,Vandalism,South Tammyland,6,3,Yes,No,Acquitted
C3381,24,Other,Other,Fraud,Adamhaven,1,4,Yes,No,Dismissed
C3382,42,Other,Asian,Cybercrime,Lake Krystalmouth,5,7,Yes,No,Acquitted
C3383,38,Female,Hispanic,Assault,Bauerchester,7,4,Yes,No,Acquitted
C3384,32,Other,Hispanic,Drug Offense,West Abigailland,4,2,No,No,Convicted
C3385,18,Male,White,Fraud,East Adam,9,10,No,Yes,Dismissed
C3386,29,Female,Hispanic,Assault,Josephburgh,2,6,Yes,No,Plea Bargain
C3387,24,Female,Asian,Fraud,West Terry,7,9,No,Yes,Dismissed
C3388,32,Male,White,Vandalism,Robinsonberg,7,2,No,Yes,Plea Bargain
C3389,38,Female,Black,Assault,East Josemouth,3,1,Yes,Yes,Plea Bargain
C3390,36,Female,Hispanic,Vandalism,Port Jay,7,8,No,No,Convicted
C3391,46,Female,Hispanic,Theft,North Heather,4,1,Yes,No,Dismissed
C3392,42,Female,White,Assault,Lake Isabel,4,1,No,No,Convicted
C3393,50,Male,Other,Fraud,Wilsonmouth,2,3,No,No,Acquitted
C3394,66,Male,Hispanic,Theft,Benjaminshire,6,5,No,No,Dismissed
C3395,49,Female,Asian,Vandalism,East William,8,9,No,Yes,Acquitted
C3396,66,Female,Hispanic,Vandalism,East Margaret,8,10,No,Yes,Dismissed
C3397,52,Male,Black,Fraud,Jameschester,0,2,Yes,No,Plea Bargain
C3398,61,Male,Hispanic,Theft,East Carriechester,0,1,No,Yes,Acquitted
C3399,55,Male,Other,Cybercrime,Victoriaberg,9,1,Yes,Yes,Dismissed
C3400,43,Female,Hispanic,Drug Offense,Kelleyburgh,4,8,No,No,Dismissed
C3401,28,Female,White,Fraud,Stoutstad,0,10,No,Yes,Acquitted
C3402,52,Other,Hispanic,Vandalism,Dylanmouth,3,10,No,Yes,Convicted
C3403,25,Male,Other,Assault,Marytown,0,10,Yes,No,Dismissed
C3404,63,Female,White,Theft,Kimville,1,2,No,Yes,Convicted
C3405,31,Male,Asian,Cybercrime,Lake Olivia,1,9,No,No,Convicted
C3406,27,Female,White,Drug Offense,Russellmouth,3,9,Yes,No,Convicted
C3407,19,Male,Black,Assault,Thompsonmouth,7,2,Yes,No,Convicted
C3408,63,Female,White,Theft,Wendyborough,1,3,Yes,Yes,Convicted
C3409,26,Other,Asian,Cybercrime,East Jason,8,2,No,Yes,Plea Bargain
C3410,20,Other,Hispanic,Fraud,Smithmouth,8,6,No,Yes,Convicted
C3411,38,Male,White,Cybercrime,Carmenberg,1,7,No,No,Plea Bargain
C3412,43,Female,White,Fraud,North Sandraside,0,6,No,Yes,Dismissed
C3413,25,Female,White,Theft,Stephenport,9,3,Yes,Yes,Plea Bargain
C3414,65,Male,White,Cybercrime,Nelsonberg,9,3,Yes,No,Plea Bargain
C3415,19,Female,Asian,Drug Offense,Lake Danielton,8,2,No,No,Convicted
C3416,23,Male,Other,Cybercrime,Arnoldfurt,1,2,Yes,No,Dismissed
C3417,45,Female,Other,Theft,Ronaldtown,7,5,Yes,Yes,Dismissed
C3418,46,Male,White,Assault,Stevefurt,2,8,Yes,No,Dismissed
C3419,43,Female,Asian,Assault,West Anne,0,6,No,Yes,Acquitted
C3420,42,Male,Asian,Cybercrime,Michaelmouth,0,9,Yes,No,Plea Bargain
C3421,29,Female,White,Cybercrime,Scottside,9,5,No,No,Convicted
C3422,22,Other,Black,Fraud,Jamesborough,1,10,No,No,Acquitted
C3423,51,Female,White,Theft,Leebury,6,4,No,No,Convicted
C3424,65,Male,Black,Fraud,Fergusonside,5,9,Yes,Yes,Acquitted
C3425,54,Other,White,Drug Offense,Lake Robert,1,10,Yes,Yes,Dismissed
C3426,32,Female,Black,Assault,Davidsonport,3,5,Yes,Yes,Acquitted
C3427,61,Other,Black,Vandalism,Tiffanytown,1,1,Yes,No,Dismissed
C3428,53,Female,White,Vandalism,Lake Selena,0,5,No,Yes,Acquitted
C3429,32,Other,Black,Theft,Burnsburgh,2,5,No,No,Convicted
C3430,60,Male,Hispanic,Theft,Hendrickschester,3,5,No,No,Convicted
C3431,65,Female,Other,Vandalism,West Kevin,9,2,Yes,Yes,Acquitted
C3432,40,Female,Asian,Theft,Richardshire,4,6,Yes,No,Plea Bargain
C3433,23,Male,Black,Assault,Roberttown,4,5,Yes,No,Plea Bargain
C3434,63,Other,Black,Drug Offense,Lake Matthewhaven,6,2,No,Yes,Acquitted
C3435,67,Male,Asian,Drug Offense,North Stacey,9,10,No,Yes,Plea Bargain
C3436,61,Male,Black,Fraud,East Stevenshire,7,8,Yes,No,Convicted
C3437,60,Other,Asian,Assault,South Jillianton,8,6,No,Yes,Plea Bargain
C3438,62,Male,White,Theft,Fergusonfurt,6,10,No,No,Acquitted
C3439,38,Female,Hispanic,Theft,Coxmouth,4,3,Yes,Yes,Plea Bargain
C3440,40,Female,Hispanic,Fraud,Ortegaville,8,9,Yes,No,Acquitted
C3441,60,Female,Other,Fraud,Adamsmouth,7,4,No,No,Convicted
C3442,33,Male,Black,Theft,West Melvinland,9,3,Yes,No,Dismissed
C3443,64,Female,Other,Theft,West Daniel,8,7,No,Yes,Convicted
C3444,32,Female,White,Assault,Gibsonfurt,9,8,Yes,Yes,Convicted
C3445,42,Female,Hispanic,Fraud,Lake Vanessatown,7,7,No,No,Acquitted
C3446,53,Female,White,Assault,Port Micheleland,5,1,Yes,Yes,Convicted
C3447,28,Female,White,Cybercrime,Rodriguezfurt,3,1,Yes,Yes,Convicted
C3448,68,Female,Black,Theft,Larachester,8,5,Yes,Yes,Plea Bargain
C3449,32,Male,White,Vandalism,East Stevenville,8,8,No,No,Acquitted
C3450,21,Female,Hispanic,Vandalism,Arielbury,9,10,No,Yes,Plea Bargain
C3451,38,Female,Other,Cybercrime,Wellsmouth,9,3,Yes,Yes,Acquitted
C3452,30,Other,Hispanic,Theft,Farleychester,8,8,No,Yes,Plea Bargain
C3453,39,Male,Black,Fraud,Ritafort,9,3,No,No,Plea Bargain
C3454,36,Male,Hispanic,Vandalism,Cruzshire,2,4,Yes,No,Dismissed
C3455,51,Male,Asian,Fraud,Rivasmouth,2,10,Yes,No,Convicted
C3456,31,Male,Other,Vandalism,Wrightchester,5,7,Yes,Yes,Plea Bargain
C3457,21,Female,Asian,Fraud,Pateltown,5,3,No,No,Dismissed
C3458,65,Female,Asian,Vandalism,West Jamesland,5,4,Yes,Yes,Plea Bargain
C3459,69,Other,Black,Fraud,South Mary,4,8,No,Yes,Plea Bargain
C3460,63,Other,White,Cybercrime,West Jason,4,4,No,No,Dismissed
C3461,44,Male,Asian,Assault,Elizabethchester,1,9,No,Yes,Dismissed
C3462,46,Other,Hispanic,Fraud,Gilbertview,6,4,Yes,No,Dismissed
C3463,64,Other,White,Assault,Paigeshire,3,4,Yes,Yes,Convicted
C3464,45,Male,Hispanic,Assault,Lake Kimberly,2,5,No,Yes,Convicted
C3465,52,Male,Hispanic,Theft,Richardsview,7,1,No,Yes,Plea Bargain
C3466,25,Other,White,Cybercrime,Crystalside,3,7,Yes,Yes,Convicted
C3467,33,Female,White,Assault,Lake Jasonborough,3,9,Yes,Yes,Dismissed
C3468,59,Other,Hispanic,Drug Offense,East Stephaniehaven,7,9,Yes,No,Acquitted
C3469,53,Other,Black,Assault,New Christopher,0,1,Yes,No,Convicted
C3470,47,Female,Other,Fraud,North Joseph,8,6,Yes,No,Dismissed
C3471,35,Female,Other,Assault,New Tony,6,3,Yes,No,Dismissed
